Revocacao;Precisao
0;0.75742315327054
0.1;0.4042146295109554
0.2;0.2343364827454527
0.3;0.15359322796538932
0.4;0.11808160847427011
0.5;0.08184966314253948
0.6;0.06098603178226511
0.7;0.057183983546041386
0.8;0.05528755473546419
0.9;0.05528755473546419
1;0.05528755473546419
